Set,color,num_critic_for_reviews,duration,gross,movie_title,num_voted_users,content_rating,budget,title_year,imdb_score,aspect_ratio,movies_made,english,num_genre,Genre_Action,Genre_Adventure,Genre_Animation,Genre_Biography,Genre_Comedy,Genre_Crime,Genre_Documentary,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_History,Genre_Horror,Genre_Music,Genre_Musical,Genre_Mystery,Genre_Romance,Genre_Sci-Fi,Genre_Sport,Genre_Thriller,Genre_War,Genre_Western,Genre_Other,actor_1_n_movies,actor_2_n_movies,actor_3_n_movies,num_pop_actors
train,1,236,110,39825798,The Illusionist ,295375,PG-13,16000000,2006,7.6,1.85,4,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,7,9,1,1
train,1,50,102,2000000,Roar ,1275,PG,17000000,1981,6.4,2.35,1,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4,2,0
train,1,41,91,9758941.122904096,Damnation Alley ,3701,PG,17000000,1977,5.2,2.35,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0
train,1,145,83,4930798,The Apparition ,16268,PG-13,17000000,2012,4.1,2.35,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0
train,1,31,102,59847242,My Girl ,55895,PG-13,16500000,1991,6.8,1.85,2,1,4,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,11,1,1
train,1,114,126,43848100,Wall Street ,119150,R,15000000,1987,7.4,1.85,10,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,0
train,1,72,108,11702090,Sydney White ,37700,PG-13,16500000,2007,6.3,2.35,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0
train,1,158,126,13005485,House of Sand and Fog ,56665,R,15000000,2003,7.6,1.85,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,2,0
train,1,84,113,127175354,Dumb & Dumber ,288451,PG-13,16000000,1994,7.3,1.85,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,6,0
train,1,114,89,92823600,When Harry Met Sally... ,149108,R,16000000,1989,7.6,1.85,11,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0
train,1,79,129,54000000,The Verdict ,26310,R,16000000,1982,7.8,1.85,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0
train,1,103,94,68525609,Road Trip ,132963,R,15600000,2000,6.5,1.85,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,0
train,1,67,106,52885587,Varsity Blues ,35312,R,16000000,1999,6.4,1.85,6,1,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,14,1,1,1
train,1,178,89,42638165,The Unborn ,42182,PG-13,16000000,2009,4.8,2.35,2,1,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,15,2,1,1
train,1,487,94,45507053,Moonrise Kingdom ,237848,PG-13,16000000,2012,7.8,1.85,7,1,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35,30,6,2
train,1,196,83,39511038,The Texas Chainsaw Massacre: The Beginning ,56269,R,16000000,2006,5.9,1.85,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,6,2
train,1,24,111,6462576,The Young Messiah ,1449,PG-13,18500000,2016,5.4,2.35,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0
train,1,56,80,40363530,The Master of Disguise ,18254,PG,16000000,2002,3.3,1.85,1,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0
train,1,51,94,33357476,See Spot Run ,7392,PG,35000000,2001,5.4,1.85,5,1,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,10,0
train,0,41,130,28734552,Baby Boy ,9566,R,16000000,2001,6.4,1.85,6,1,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7,7,2,0
train,1,138,91,37300107,The Roommate ,29147,PG-13,16000000,2011,4.8,2.35,1,1,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,3,7,1
train,1,78,91,27087695,Joe Dirt ,41664,PG-13,17700000,2001,5.9,1.85,3,1,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,0
train,1,40,110,30102717,Double Impact ,28736,R,15000000,1991,5.5,1.85,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
train,1,103,109,16346122,White Oleander ,25549,PG-13,16000000,2002,7.2,1.85,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,1,0
train,1,300,107,16204793,Jennifer's Body ,92712,R,16000000,2009,5.1,1.85,2,1,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,29,5,1,1
train,1,84,96,15427192,Drowning Mona ,11768,PG-13,16000000,2000,5.6,1.85,1,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29,11,3,1
train,1,64,88,14792779,Radio Days ,24256,PG,16000000,1987,7.6,1.85,18,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,3,0
train,1,158,113,19057024,Remember Me ,113963,PG-13,16000000,2010,7.2,1.85,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,4,1,1
train,1,15,105,13854000,My Stepmother Is an Alien ,21079,PG-13,20000000,1988,5.2,1.85,3,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,13,9,3,2
train,1,21,97,11540112,The Cookout ,2385,PG-13,15986171.779921968,2004,3.6,1.85,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,5,0
train,1,42,108,30015757.203843057,Meteor ,5237,PG,16000000,1979,4.9,2.35,1,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,12,4,2,0
train,1,65,112,4734235,Duets ,8217,R,15000000,2000,6,1.85,1,1,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,4,2,0
train,1,109,112,4839383,Hollywood Ending ,21613,PG-13,16000000,2002,6.6,1.85,18,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,7,8,1
train,1,42,95,4193025,Detroit Rock City ,30682,R,15000000,1999,6.8,2.35,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,11,1,0
train,1,146,118,2849142,Things We Lost in the Fire ,24104,R,16000000,2007,7.2,2.35,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,0
train,1,36,97,1686429,Steel ,8687,PG-13,16000000,1997,2.8,1.85,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,3,0
train,1,230,120,1984743,The Immigrant ,20616,R,16000000,2013,6.6,2.35,4,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,4,1,1
train,1,75,92,13922211,Soul Plane ,18271,R,16000000,2004,4.4,1.85,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6,0
train,1,54,92,2964,Vamps ,7444,PG-13,16000000,2012,5.1,1.78,4,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,2,1,0
train,1,84,93,8176837.898134778,Hachi: A Dog's Tale ,155249,G,16000000,2009,8.1,1.85,8,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,0
train,1,208,122,2428883,The Homesman ,21370,R,16000000,2014,6.6,2.35,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,9,4,0
train,1,32,91,13571817,Juwanna Mann ,5312,PG-13,15600000,2002,4.5,1.85,1,1,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,12,5,8,0
train,1,21,94,508867,Madison ,1033,PG,8345417.458440458,2001,6.5,2.35,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,2,1,0
train,1,40,93,1181197,Slow Burn ,3299,R,15500000,2005,5.9,1.85,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,11,9,7,0
train,1,94,105,234760500,Beverly Hills Cop ,126464,R,14000000,1984,7.3,1.85,4,1,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2,0
train,1,102,103,285761243,Home Alone ,311075,PG,18000000,1990,7.5,1.85,7,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,13,1
train,1,21,102,167780960,3 Men and a Baby ,36918,PG,11000000,1987,5.9,1.85,3,1,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,1
train,1,94,116,177200000,Tootsie ,77366,PG,22000000,1982,7.4,2.35,4,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,4,6,1
train,1,173,110,176781728,Top Gun ,219171,PG,15000000,1986,6.9,1.33,10,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25,9,1,1
train,1,176,122,130058047,American Beauty ,822500,R,15000000,1999,8.4,2.35,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,1,1
train,1,27,107,111936400,Twins ,87538,PG,15000000,1988,6,1.85,8,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,1,0
train,1,60,102,317040,The Yellow Handkerchief ,6723,PG-13,15500000,2008,6.8,2.35,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,3,12,2
train,1,70,154,94175854,The Color Purple ,60988,PG-13,15000000,1985,7.8,1.85,24,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0
train,1,25,109,69800000,Private Benjamin ,18140,R,10000000,1980,6.1,1.85,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,8,2,0
train,1,46,124,79900000,Coal Miner's Daughter ,12974,PG,36613351.37657118,1980,7.5,1.85,5,1,4,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9,8,2,0
train,1,111,94,64001297,Diary of a Wimpy Kid ,32002,PG,15000000,2010,6.2,1.85,3,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,4,1
train,1,55,98,61400000,National Lampoon's Vacation ,71183,R,15000000,1983,7.4,1.85,8,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,5,0
train,1,157,102,101978840,Bad Grandpa ,77724,R,15000000,2013,6.6,1.85,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
train,1,109,92,73326666,Beetlejuice ,189413,PG,15000000,1988,7.5,1.85,14,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,7,1,0
train,1,27,115,50003300,Little Women ,36624,PG,15000000,1994,7.3,1.85,2,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,20,18,6,2
train,1,152,87,47860214,When a Stranger Calls ,34711,PG-13,15000000,2006,5,2.35,8,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,1,4,0
train,1,69,88,47811275,Big Fat Liar ,29008,PG,15000000,2002,5.4,1.85,11,1,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,0
train,1,130,97,43022524,Wag the Dog ,67604,R,15000000,1997,7.1,1.85,13,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,18,10,2
train,1,66,94,42672630,The Lizzie McGuire Movie ,27580,PG,17000000,2003,5.3,2.35,1,1,5,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,5,0
train,1,238,112,42919096,Snitch ,64747,PG-13,15000000,2013,6.5,2.35,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,8,4,1
train,1,198,98,42592530,Krampus ,29867,PG-13,15000000,2015,6.2,2.35,1,1,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,13,4,2,1
train,1,154,104,40064955,The Faculty ,92074,R,15000000,1998,6.4,1.85,12,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,4,17,10,2
train,1,19,118,39100956,What's Love Got to Do with It ,13442,R,18355083.17667842,1993,7.2,1.85,2,1,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
train,1,131,120,44886089,Cop Land ,69576,R,10000000,1997,6.9,1.85,8,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,45,24,9,2
train,1,97,99,37882551,Not Another Teen Movie ,80305,R,16000000,2001,5.7,1.85,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,3,1
train,1,355,109,40983001,End of Watch ,181025,R,7000000,2012,7.7,1.85,6,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,14,7,2
train,1,102,106,35007180,The Skulls ,26846,PG-13,15000000,2000,5.6,1.85,9,1,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,8,2,1
train,1,37,86,34308901,Malibu's Most Wanted ,15939,PG-13,16000000,2003,5.1,2.35,5,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,6,0
train,1,78,120,33771174,Where the Heart Is ,27044,PG-13,15000000,2000,6.8,1.85,1,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,6,10,1
train,1,220,119,33386128,Halloween II ,36372,R,15000000,2009,4.9,1.85,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,3,0
train,1,349,115,37877959,Wild ,86664,R,15000000,2014,7.1,2.35,2,1,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,0
train,1,241,114,32721635,The Last House on the Left ,67822,R,15000000,2009,6.6,1.85,1,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9,7,1,0
train,1,103,90,31585300,The Wedding Date ,38248,PG-13,15000000,2005,6.1,1.85,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,7,4,0
train,1,151,94,30259652,Halloween: Resurrection ,26905,R,15000000,2002,4.1,2.35,1,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11,4,1,0
train,1,185,98,30857814,The Princess Bride ,294163,PG,16000000,1987,8.1,1.85,11,1,4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,12,5,1,1
train,1,676,100,35054909,Drive ,431578,R,15000000,2011,7.8,2.35,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,1,1
train,1,96,106,32645546,Because of Winn-Dixie ,8427,PG,14000000,2005,6.4,1.85,4,1,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,0
train,1,68,124,27441122,Love & Basketball ,14322,PG-13,15000000,2000,7.2,1.85,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,13,8,8,0
train,1,111,107,28014536,Grosse Pointe Blank ,73347,R,15000000,1997,7.4,1.85,2,1,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7,2,2,0
train,1,128,99,33860010,All About Steve ,33088,PG-13,15000000,2009,4.8,1.85,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,4,7,1
train,1,160,90,26421314,Book of Shadows: Blair Witch 2 ,28964,R,15000000,2000,4,1.85,1,1,5,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0
train,1,93,101,24881000,The Craft ,57140,R,15000000,1996,6.2,1.85,3,1,4,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,2,2,0
train,1,81,103,26161406,Ramona and Beezus ,13874,G,15000000,2010,6.7,2.35,2,1,4,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
train,1,153,155,26384919,Boogie Nights ,189032,R,15000000,1997,7.9,2.35,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,1,1
train,1,25,94,22189039,Nowhere to Run ,17074,R,15000000,1993,5.5,1.85,2,1,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8,2,1,0
train,1,46,95,20998709,Flicka ,6095,PG,15000000,2006,6.2,2.35,2,1,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,0
train,1,161,89,20801344,The Hills Have Eyes II ,49721,R,15000000,2007,5.1,2.35,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,7,0
train,1,108,97,21468807,Urban Legends: Final Cut ,13048,R,14000000,2000,4.1,2.35,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,10,1,4,0
train,1,69,90,19158074,Tuck Everlasting ,17983,PG,15000000,2002,6.7,2.35,3,1,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,12,9,2,0
train,1,78,92,18843314,The Marine ,27486,PG-13,20000000,2006,4.7,1.85,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,0
train,1,129,100,20566327,Keanu ,15385,R,15000000,2016,6.4,2.35,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,2,0
train,1,172,108,24984868,The November Man ,50056,R,15000000,2014,6.3,2.35,4,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,8,0
train,1,388,131,15700000,The Hurt Locker ,332065,R,15000000,2008,7.6,1.85,2,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,9,1,4,1
train,1,45,114,15100000,Firestarter ,22797,R,15000000,1984,6,2.35,3,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,4,4,0
train,1,414,97,14938570,Killing Them Softly ,111625,R,15000000,2012,6.2,2.35,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,12,4,1
train,1,97,87,14249005,Freddy Got Fingered ,39788,R,15000000,2001,4.5,1.85,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,2,0
train,1,37,85,12701880,The Pirates Who Don't Do Anything: A VeggieTales Movie ,2037,G,15000000,2008,5.7,1.85,2,1,4,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0
train,1,68,85,10353690,U2 3D ,2673,G,4412535.958974697,2007,8.4,1.78,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0
train,1,90,101,12801190,Highlander: Endgame ,16340,R,15000000,2000,4.6,2.35,2,1,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,1,1,0
train,1,81,121,12549485,Idlewild ,4603,R,15000000,2006,6.2,2.35,1,1,4,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,10,3,0
train,1,230,111,13034417,Whip It ,55665,PG-13,15000000,2009,6.9,2.35,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,4,6,0
train,1,57,92,11632420,Knockaround Guys ,19768,R,8488225.520981396,2001,6.1,2.35,2,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,4,2,1
train,1,119,97,12212417,Confidence ,30643,R,15000000,2003,6.7,2.35,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2,3,0
train,1,97,97,11614236,The Muse ,9294,PG-13,15000000,1999,5.6,1.37,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,8,1
train,0,119,125,13337299,De-Lovely ,9649,PG-13,20000000,2004,6.6,2.35,4,1,4,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,2,1,0
train,1,42,124,10763469,New York Stories ,13692,PG,15000000,1989,6.4,1.85,18,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,4,3,1
train,1,208,107,15608545,The Man with the Iron Fists ,53471,R,15000000,2012,5.4,2.35,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,0
train,1,42,91,10443316,Home Fries ,7159,PG-13,15000000,1998,5,1.85,4,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,9,3,0
train,1,44,96,10494147,Here on Earth ,7403,PG-13,15000000,2000,5.1,1.85,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,6,4,0
train,1,46,103,10411980,Raise Your Voice ,22649,PG,15000000,2004,5.9,2.35,2,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,4,5,0
train,1,249,117,17439163,The Big Lebowski ,537419,R,15000000,1998,8.2,1.85,2,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,33,3
train,0,197,116,9396487,Black Snake Moan ,52421,R,15000000,2006,7,2.35,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,2,4,1
train,1,71,118,9059588,Dark Blue ,17261,R,15000000,2002,6.6,2.35,4,1,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,5,1,0
train,1,190,108,9172810,A Mighty Heart ,24150,R,16000000,2007,6.7,2.35,2,1,5,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,22,3,2,1
train,1,50,94,8735529,Whatever It Takes ,8055,PG-13,15000000,2000,5.5,1.85,3,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,2,2,1
train,1,63,97,8586376,Boat Trip ,26598,R,20000000,2002,4.9,1.85,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,9,0
train,1,121,99,308026.08078074607,The Love Letter ,1465,Unrated,13002290.840279346,1998,7.4,1.33,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,9,4,1,0
train,1,49,91,8080116,Hoot ,6562,PG,15000000,2006,5.6,1.85,1,1,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,9,1
train,1,43,95,9123834,Peeples ,4065,PG-13,15000000,2013,5.3,2.35,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,2,0
train,1,132,102,6409206,The Rocker ,32311,PG-13,15000000,2008,6.2,1.85,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,19,8,2
train,1,97,88,6373693,Post Grad ,11498,PG-13,15000000,2009,5.3,1.85,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29,4,2,1
train,1,242,106,7556708,Promised Land ,30284,R,15000000,2012,6.6,1.85,7,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,9,3,1
train,1,218,92,5306447,Whatever Works ,58967,PG-13,15000000,2009,7.2,1.85,18,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,8,1,0
train,0,49,105,5217498,The In Crowd ,3668,PG-13,15000000,2000,4.6,1.85,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,4,0
train,1,223,103,4235837,Kiss Kiss Bang Bang ,175962,R,15000000,2005,7.6,2.35,2,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,3,8,1
train,1,59,92,4002955,Idle Hands ,33745,R,20000000,1999,6.2,1.85,1,1,4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,12,11,5,0
train,1,106,98,3525161,Blood and Chocolate ,15388,PG-13,38082227.26242198,2007,5.5,2.35,1,1,4,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,3,1,0
train,1,223,98,3247816,You Will Meet a Tall Dark Stranger ,36145,R,22000000,2010,6.3,1.85,18,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,16,5,2
train,1,21,98,1953732,The Clan of the Cave Bear ,4996,R,15000000,1986,5.3,2.35,1,1,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0
train,1,28,111,1954202,Crazy in Alabama ,5917,PG-13,15000000,1999,6.3,2.35,1,1,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,0
train,1,250,111,1294640,Funny Games ,69569,R,15000000,2007,6.5,1.85,1,1,4,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,16,2,2,1
